ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.161319	-27	-27	undetermined	H1_chr5	117356872	H2_chr5	115246166	PEES
SRR6485325.129495	0	0	undetermined	H1_chr5	117369384	H2_chr5	115258694	PEES
SRR6485325.172788	0	0	undetermined	H1_chr5	117410925	H2_chr5	115299865	PEES
SRR6485325.16319	0	none	H1_	H1_chr5	117451198	none	0	UGM
SRR6485325.229832	0	0	undetermined	H1_chr5	117463785	H2_chr5	115352992	PEES
SRR6485325.62869	0	0	undetermined	H1_chr5	117466555	H2_chr5	115355756	PEES
SRR6485325.235557	-13	-13	undetermined	H1_chr5	117492924	H2_chr5	115381115	PEES
SRR6485325.240763	0	0	undetermined	H1_chr5	117494590	H2_chr5	115382781	PEES
SRR6485325.190322	-12	none	H1_	H1_chr5	117498655	none	0	UGM
SRR6485325.210543	-5	none	H1_	H1_chr5	117512692	none	0	UGM
SRR6485325.157714	0	none	H1_	H1_chr5	117540990	none	0	UGM
SRR6485325.222904	0	0	undetermined	H1_chr5	117545950	H2_chr5	115430349	PEES
SRR6485325.242	0	0	undetermined	H1_chr5	117630167	H2_chr5	115513372	PEES
SRR6485325.151751	-5	-5	undetermined	H1_chr5	117661360	H2_chr5	115544988	PEES
SRR6485325.134654	-18	none	H1_	H1_chr5	117671213	none	0	UGM
SRR6485325.144910	0	0	undetermined	H1_chr5	117715670	H2_chr5	115599847	PEES
SRR6485325.67011	0	0	undetermined	H1_chr5	117716058	H2_chr5	115600235	PEES
SRR6485325.241577	-4	-4	undetermined	H1_chr5	117821161	H2_chr5	115704966	PEES
SRR6485325.37191	-5	-5	undetermined	H1_chr5	117902326	H2_chr5	115785752	PEES
SRR6485325.163491	0	0	undetermined	H1_chr5	117909343	H2_chr5	115792769	PEES
SRR6485325.241650	-21	-21	undetermined	H1_chr5	117929642	H2_chr5	115813062	PEES
SRR6485325.227178	-6	-6	undetermined	H1_chr5	117978042	H2_chr5	115861759	PEES
SRR6485325.235767	-10	none	H1_	H1_chr5	118020958	none	0	UGM
SRR6485325.3414	-5	none	H1_	H1_chr5	118056590	none	0	UGM
SRR6485325.127053	0	none	H1_	H1_chr5	118060302	none	0	UGM
SRR6485325.75260	0	none	H1_	H1_chr5	118063996	none	0	UGM
SRR6485325.166972	-15	-15	undetermined	H1_chr5	118111754	H2_chr5	115989746	PEES
SRR6485325.146179	0	none	H1_	H1_chr5	118132199	none	0	UGM
SRR6485325.57064	0	none	H1_	H1_chr5	118132501	none	0	UGM
SRR6485325.221687	-5	none	H1_	H1_chr5	118132865	none	0	UGM
SRR6485325.37761	0	none	H1_	H1_chr5	118133651	none	0	UGM
SRR6485325.138002	-10	none	H1_	H1_chr5	118140692	none	0	UGM
SRR6485325.142231	-14	-14	undetermined	H1_chr5	118196581	H2_chr5	116055528	PEES
SRR6485325.135245	0	none	H1_	H1_chr5	118245965	none	0	UGM
SRR6485325.43980	-20	-20	undetermined	H1_chr5	118266404	H2_chr5	116125505	PEES
SRR6485325.80771	0	0	undetermined	H1_chr5	118298024	H2_chr5	116157116	PEES
SRR6485325.15397	-20	none	H1_	H1_chr5	118428860	none	0	UGM
SRR6485325.38190	0	0	undetermined	H1_chr5	118440729	H2_chr5	116306459	PEES
SRR6485325.136912	0	none	H1_	H1_chr5	118480436	none	0	UGM
SRR6485325.211572	-11	-11	undetermined	H1_chr5	118487561	H2_chr5	116344705	ES
SRR6485325.239930	-5	-5	undetermined	H1_chr5	118607163	H2_chr5	116463561	PEES
SRR6485325.165764	0	none	H1_	H1_chr5	118641756	none	0	UGM
SRR6485325.2627	0	0	undetermined	H1_chr5	118667703	H2_chr5	116524093	PEES
SRR6485325.88575	0	0	undetermined	H1_chr5	118675089	H2_chr5	116531461	ES
SRR6485325.197423	-17	none	H1_	H1_chr5	118800014	none	0	UGM
SRR6485325.247563	-5	none	H1_	H1_chr5	118835314	none	0	UGM
SRR6485325.31505	0	none	H1_	H1_chr5	118872231	none	0	UGM
SRR6485325.243669	-5	none	H1_	H1_chr5	118932189	none	0	UGM
SRR6485325.177684	-23	-23	undetermined	H1_chr5	118942365	H2_chr5	116796882	PEES
SRR6485325.174762	0	none	H1_	H1_chr5	118967090	none	0	UGM
SRR6485325.76590	0	0	undetermined	H1_chr5	119012202	H2_chr5	116866527	PEES
SRR6485325.186131	-5	-5	undetermined	H1_chr5	119033593	H2_chr5	116887867	PEES
SRR6485325.240673	-10	none	H1_	H1_chr5	119068850	none	0	UGM
SRR6485325.67685	-10	none	H1_	H1_chr5	119102338	none	0	UGM
SRR6485325.227131	-5	-5	undetermined	H1_chr5	119119197	H2_chr5	116972760	PEES
SRR6485325.197945	0	0	undetermined	H1_chr5	119122734	H2_chr5	116976262	PEES
SRR6485325.30002	0	none	H1_	H1_chr5	119209698	none	0	UGM
SRR6485325.93960	-5	-5	undetermined	H1_chr5	119211529	H2_chr5	117066092	PEES
SRR6485325.123446	-25	-25	undetermined	H1_chr5	119223116	H2_chr5	117077673	PEES
SRR6485325.168948	-5	-5	undetermined	H1_chr5	119242856	H2_chr5	117097297	PEES
SRR6485325.107105	0	none	H1_	H1_chr5	119279289	none	0	UGM
SRR6485325.79451	0	none	H1_	H1_chr5	119303137	none	0	UGM
SRR6485325.83388	0	0	undetermined	H1_chr5	119318594	H2_chr5	117171953	PEES
SRR6485325.85295	0	0	undetermined	H1_chr5	119357211	H2_chr5	117210606	PEES
SRR6485325.183711	-5	-5	undetermined	H1_chr5	119360898	H2_chr5	117214293	PEES
SRR6485325.68284	-10	-10	undetermined	H1_chr5	119387589	H2_chr5	117241010	PEES
SRR6485325.118675	0	0	undetermined	H1_chr5	119398295	H2_chr5	117251706	ES
SRR6485325.197947	-9	-9	undetermined	H1_chr5	119507036	H2_chr5	117360619	PEES
SRR6485325.59359	0	none	H1_	H1_chr5	119516913	none	0	UGM
SRR6485325.106704	0	none	H1_	H1_chr5	119520771	none	0	UGM
SRR6485325.242103	0	0	undetermined	H1_chr5	119547979	H2_chr5	117402696	PEES
SRR6485325.146916	-5	-5	undetermined	H1_chr5	119549419	H2_chr5	117404135	PEES
SRR6485325.240952	-10	-10	undetermined	H1_chr5	119549459	H2_chr5	117404175	PEES
SRR6485325.87572	0	0	undetermined	H1_chr5	119562061	H2_chr5	117416602	PEES
SRR6485325.242938	-15	-15	undetermined	H1_chr5	119672142	H2_chr5	117527024	PEES
SRR6485325.63503	-10	none	H1_	H1_chr5	119901285	none	0	UGM
SRR6485325.163970	-10	-10	undetermined	H1_chr5	119908160	H2_chr5	117763995	PEES
SRR6485325.108893	-5	none	H1_	H1_chr5	119929543	none	0	UGM
SRR6485325.15030	0	0	undetermined	H1_chr5	119990009	H2_chr5	117846085	PEES
SRR6485325.139632	-5	-5	undetermined	H1_chr5	120058269	H2_chr5	117914274	ES
SRR6485325.45334	0	0	undetermined	H1_chr5	120173921	H2_chr5	118029510	PEES
SRR6485325.14602	-5	-5	undetermined	H1_chr5	120178700	H2_chr5	118034297	PEES
SRR6485325.51900	0	0	undetermined	H1_chr5	120410242	H2_chr5	118271952	PEES
SRR6485325.105411	0	none	H1_	H1_chr5	120414423	none	0	UGM
SRR6485325.95144	0	none	H1_	H1_chr5	120423103	none	0	UGM
SRR6485325.248080	0	none	H1_	H1_chr5	120455349	none	0	UGM
SRR6485325.55207	-5	-5	undetermined	H1_chr5	120473504	H2_chr5	118334373	PEES
SRR6485325.172320	-5	-5	undetermined	H1_chr5	120487221	H2_chr5	118348090	PEES
SRR6485325.205630	0	none	H1_	H1_chr5	120532033	none	0	UGM
SRR6485325.106876	0	none	H1_	H1_chr5	120669377	none	0	UGM
SRR6485325.246446	0	none	H1_	H1_chr5	120677211	none	0	UGM
SRR6485325.171661	-5	none	H1_	H1_chr5	120695454	none	0	UGM
SRR6485325.52728	-10	none	H1_	H1_chr5	120710432	none	0	UGM
SRR6485325.33772	-12	none	H1_	H1_chr5	120874755	none	0	UGM
SRR6485325.212871	-5	none	H1_	H1_chr5	120893345	none	0	UGM
SRR6485325.20420	-13	none	H1_	H1_chr5	120917430	none	0	UGM
SRR6485325.100792	0	none	H1_	H1_chr5	120926388	none	0	UGM
SRR6485325.71292	0	0	undetermined	H1_chr5	120946448	H2_chr5	118803962	PEES
SRR6485325.67170	-5	none	H1_	H1_chr5	121116349	none	0	UGM
SRR6485325.165056	-5	-5	undetermined	H1_chr5	121132992	H2_chr5	118988478	PEES
SRR6485325.136421	0	none	H1_	H1_chr5	121349269	none	0	UGM
SRR6485325.90327	-12	none	H1_	H1_chr5	121369714	none	0	UGM
SRR6485325.6808	0	0	undetermined	H1_chr5	121430796	H2_chr5	119282430	PEES
SRR6485325.142452	0	0	undetermined	H1_chr5	121565719	H2_chr5	119416191	PEES
SRR6485325.3589	0	none	H1_	H1_chr5	121605920	none	0	UGM
SRR6485325.179006	-5	none	H1_	H1_chr5	121661936	none	0	UGM
SRR6485325.35752	-11	none	H1_	H1_chr5	121678948	none	0	UGM
SRR6485325.134877	0	0	undetermined	H1_chr5	121738992	H2_chr5	119589321	PEES
SRR6485325.149817	0	0	undetermined	H1_chr5	121782115	H2_chr5	119632465	PEES
SRR6485325.195679	0	0	undetermined	H1_chr5	121894167	H2_chr5	119745134	PEES
SRR6485325.74301	0	0	undetermined	H1_chr5	122024797	H2_chr5	119875511	PEES
SRR6485325.2430	0	0	undetermined	H1_chr5	122027757	H2_chr5	119878453	PEES
SRR6485325.116170	0	0	undetermined	H1_chr5	122069105	H2_chr5	119919845	PEES
SRR6485325.119301	0	0	undetermined	H1_chr5	122073898	H2_chr5	119924638	PEES
SRR6485325.113927	0	0	undetermined	H1_chr5	122149249	H2_chr5	120001339	PEES
SRR6485325.16519	0	0	undetermined	H1_chr5	122170204	H2_chr5	120021903	PEES
SRR6485325.19098	0	0	undetermined	H1_chr5	122196560	H2_chr5	120048245	PEES
SRR6485325.52508	-8	-8	undetermined	H1_chr5	122321135	H2_chr5	120172401	PEES
SRR6485325.53911	-4	none	H1_	H1_chr5	122325680	none	0	UGM
SRR6485325.206563	0	0	undetermined	H1_chr5	122435735	H2_chr5	120288840	PEES
SRR6485325.31081	-5	-5	undetermined	H1_chr5	122440450	H2_chr5	120293554	PEES
SRR6485325.49860	0	0	undetermined	H1_chr5	122459856	H2_chr5	120316961	PEES
SRR6485325.135422	-5	-5	undetermined	H1_chr5	122475409	H2_chr5	120328874	ES
SRR6485325.133357	0	none	H1_	H1_chr5	122478410	none	0	UGM
SRR6485325.15027	-15	none	H1_	H1_chr5	122507818	none	0	UGM
SRR6485325.70188	-5	-5	undetermined	H1_chr5	122565218	H2_chr5	120419609	PEES
SRR6485325.229919	0	0	undetermined	H1_chr5	122577295	H2_chr5	120431683	PEES
SRR6485325.225265	-6	-6	undetermined	H1_chr5	122600654	H2_chr5	120455057	PEES
SRR6485325.131699	-5	-5	undetermined	H1_chr5	122602536	H2_chr5	120456939	PEES
SRR6485325.13849	0	0	undetermined	H1_chr5	122645130	H2_chr5	120499558	PEES
SRR6485325.229375	0	0	undetermined	H1_chr5	122669926	H2_chr5	120524742	PEES
SRR6485325.123823	0	0	undetermined	H1_chr5	122680283	H2_chr5	120535117	PEES
SRR6485325.68145	0	0	undetermined	H1_chr5	122847085	H2_chr5	120698821	PEES
SRR6485325.96370	0	0	undetermined	H1_chr5	122869761	H2_chr5	120721136	PEES
SRR6485325.40750	-12	-12	undetermined	H1_chr5	122877803	H2_chr5	120729167	PEES
SRR6485325.15476	0	0	undetermined	H1_chr5	122909544	H2_chr5	120763633	PEES
SRR6485325.157820	-5	-5	undetermined	H1_chr5	123090105	H2_chr5	120943890	PEES
SRR6485325.47301	-23	none	H1_	H1_chr5	123106472	none	0	UGM
SRR6485325.216587	0	0	undetermined	H1_chr5	123190897	H2_chr5	121044360	PEES
SRR6485325.214283	0	0	undetermined	H1_chr5	123207717	H2_chr5	121061159	PEES
SRR6485325.22323	0	0	undetermined	H1_chr5	123216199	H2_chr5	121069639	PEES
SRR6485325.146139	-5	-5	undetermined	H1_chr5	123244740	H2_chr5	121098477	PEES
SRR6485325.182333	-5	none	H1_	H1_chr5	123367676	none	0	UGM
SRR6485325.181121	0	0	undetermined	H1_chr5	123381840	H2_chr5	121235485	PEES
SRR6485325.158244	0	0	undetermined	H1_chr5	123388894	H2_chr5	121243784	PEES
SRR6485325.212654	0	0	undetermined	H1_chr5	123393248	H2_chr5	121248154	PEES
SRR6485325.46136	0	0	undetermined	H1_chr5	123449216	H2_chr5	121304568	PEES
SRR6485325.141151	-9	none	H1_	H1_chr5	123524969	none	0	UGM
SRR6485325.11632	0	none	H1_	H1_chr5	123540057	none	0	UGM
SRR6485325.36591	0	0	undetermined	H1_chr5	123557197	H2_chr5	121413046	PEES
SRR6485325.101493	0	0	undetermined	H1_chr5	123602169	H2_chr5	121456991	PEES
SRR6485325.61478	-3	none	H1_	H1_chr5	123638168	none	0	UGM
SRR6485325.44228	0	0	undetermined	H1_chr5	123703113	H2_chr5	121557760	PEES
SRR6485325.26270	0	0	undetermined	H1_chr5	123725176	H2_chr5	121579829	PEES
SRR6485325.81289	0	0	undetermined	H1_chr5	123742907	H2_chr5	121597586	PEES
SRR6485325.24214	0	0	undetermined	H1_chr5	123743595	H2_chr5	121598274	PEES
SRR6485325.133045	-1	none	H1_	H1_chr5	123821283	none	0	UGM
SRR6485325.244945	-11	-11	undetermined	H1_chr5	123844844	H2_chr5	121673660	PEES
SRR6485325.151941	0	none	H1_	H1_chr5	123889403	none	0	UGM
SRR6485325.72169	0	0	undetermined	H1_chr5	123935252	H2_chr5	121764016	PEES
SRR6485325.48227	0	0	undetermined	H1_chr5	123947014	H2_chr5	121775760	PEES
SRR6485325.104372	-3	none	H1_	H1_chr5	123980165	none	0	UGM
SRR6485325.167736	-5	-5	undetermined	H1_chr5	124014587	H2_chr5	62649656	PEES
SRR6485325.123486	-5	none	H1_	H1_chr5	124015516	none	0	UGM
SRR6485325.80392	-5	none	H1_	H1_chr5	124186420	none	0	UGM
SRR6485325.131026	-15	-15	undetermined	H1_chr5	124189065	H2_chr5	122011025	PEES
SRR6485325.218532	0	none	H1_	H1_chr5	124235571	none	0	UGM
SRR6485325.187165	-15	-15	undetermined	H1_chr5	124291672	H2_chr5	122111916	PEES
SRR6485325.87508	0	none	H1_	H1_chr5	124294586	none	0	UGM
SRR6485325.105691	0	none	H1_	H1_chr5	124389373	none	0	UGM
SRR6485325.235821	0	0	undetermined	H1_chr5	124487049	H2_chr5	122319130	PEES
SRR6485325.134620	0	0	undetermined	H1_chr5	124576903	H2_chr5	122409054	PEES
SRR6485325.195871	0	0	undetermined	H1_chr5	124598159	H2_chr5	122430270	PEES
SRR6485325.8575	-18	none	H1_	H1_chr5	124670491	none	0	UGM
SRR6485325.35443	-10	-10	undetermined	H1_chr5	124750317	H2_chr5	122580689	PEES
SRR6485325.245977	-10	-10	undetermined	H1_chr5	124896933	H2_chr5	122735388	PEES
SRR6485325.90520	0	none	H1_	H1_chr5	125027493	none	0	UGM
SRR6485325.246296	-5	-5	undetermined	H1_chr5	125153283	H2_chr5	122987220	PEES
SRR6485325.163499	-24	none	H1_	H1_chr5	125223181	none	0	UGM
SRR6485325.140224	-19	-19	undetermined	H1_chr5	125272853	H2_chr5	123122992	PEES
SRR6485325.49782	0	0	undetermined	H1_chr5	125304232	H2_chr5	123154381	PEES
SRR6485325.2996	0	0	undetermined	H1_chr5	125648099	H2_chr5	123499991	PEES
SRR6485325.70699	0	0	undetermined	H1_chr5	125657414	H2_chr5	123509294	PEES
SRR6485325.38688	0	0	undetermined	H1_chr5	125689030	H2_chr5	123540401	PEES
SRR6485325.33786	-10	none	H1_	H1_chr5	125705413	none	0	UGM
SRR6485325.199528	-10	none	H1_	H1_chr5	125770467	none	0	UGM
SRR6485325.222635	0	none	H1_	H1_chr5	125775141	none	0	UGM
SRR6485325.219585	-10	-10	undetermined	H1_chr5	125808791	H2_chr5	123655875	PEES
SRR6485325.157555	-5	-5	undetermined	H1_chr5	125848877	H2_chr5	123695971	PEES
SRR6485325.246344	0	0	undetermined	H1_chr5	125861609	H2_chr5	123708672	PEES
SRR6485325.109235	-13	none	H1_	H1_chr5	125874138	none	0	UGM
SRR6485325.157872	-12	none	H1_	H1_chr5	125882183	none	0	UGM
SRR6485325.5549	-20	-20	undetermined	H1_chr5	125939361	H2_chr5	123786913	PEES
SRR6485325.179338	-8	-8	undetermined	H1_chr5	126006362	H2_chr5	123854419	PEES
SRR6485325.74873	-5	-5	undetermined	H1_chr5	126127079	H2_chr5	123975312	PEES
SRR6485325.108577	0	none	H1_	H1_chr5	126154434	none	0	UGM
SRR6485325.158834	-2	-2	undetermined	H1_chr5	126183517	H2_chr5	124032337	PEES
SRR6485325.39332	0	none	H1_	H1_chr5	126229818	none	0	UGM
SRR6485325.24651	0	none	H1_	H1_chr5	126325536	none	0	UGM
SRR6485325.38785	-12	-12	undetermined	H1_chr5	126338468	H2_chr5	124188064	PEES
SRR6485325.146201	0	0	undetermined	H1_chr5	126441711	H2_chr5	124291312	PEES
SRR6485325.159497	-21	none	H1_	H1_chr5	126513438	none	0	UGM
SRR6485325.15094	0	0	undetermined	H1_chr5	126538402	H2_chr5	124388089	PEES
SRR6485325.135980	0	0	undetermined	H1_chr5	126563062	H2_chr5	124412725	PEES
SRR6485325.241949	0	0	undetermined	H1_chr5	126643005	H2_chr5	124492522	PEES
SRR6485325.205703	-5	-5	undetermined	H1_chr5	126674936	H2_chr5	124524486	PEES
SRR6485325.68758	0	0	undetermined	H1_chr5	126680257	H2_chr5	124529264	PEES
SRR6485325.34418	0	none	H1_	H1_chr5	126908776	none	0	UGM
SRR6485325.100445	0	none	H1_	H1_chr5	126947522	none	0	UGM
SRR6485325.132487	0	none	H1_	H1_chr5	126979188	none	0	UGM
SRR6485325.167885	0	none	H1_	H1_chr5	127018712	none	0	UGM
SRR6485325.235846	-5	none	H1_	H1_chr5	127042370	none	0	UGM
SRR6485325.208915	-5	none	H1_	H1_chr5	127050571	none	0	UGM
SRR6485325.63893	0	0	undetermined	H1_chr5	127187876	H2_chr5	125040597	PEES
SRR6485325.66307	0	none	H1_	H1_chr5	127313894	none	0	UGM
SRR6485325.90848	-14	none	H1_	H1_chr5	127316035	none	0	UGM
SRR6485325.185948	-19	none	H1_	H1_chr5	127360652	none	0	UGM
SRR6485325.68050	0	none	H1_	H1_chr5	127464085	none	0	UGM
SRR6485325.43110	-10	none	H1_	H1_chr5	127500631	none	0	UGM
SRR6485325.2974	0	0	undetermined	H1_chr5	127595759	H2_chr5	125448790	PEES
SRR6485325.123445	-5	none	H1_	H1_chr5	127605330	none	0	UGM
SRR6485325.30100	-11	none	H1_	H1_chr5	127727984	none	0	UGM
SRR6485325.227379	-10	none	H1_	H1_chr5	127752578	none	0	UGM
SRR6485325.34110	0	0	undetermined	H1_chr5	127797363	H2_chr5	126354011	PEES
SRR6485325.242397	-19	none	H1_	H1_chr5	127855101	none	0	UGM
SRR6485325.152428	0	0	undetermined	H1_chr5	127953613	H2_chr5	126500378	PEES
SRR6485325.13176	0	none	H1_	H1_chr5	128021634	none	0	UGM
SRR6485325.107580	-10	-10	undetermined	H1_chr5	128047654	H2_chr5	126595686	PEES
SRR6485325.18849	-5	-5	undetermined	H1_chr5	128087494	H2_chr5	126636810	PEES
SRR6485325.30715	-12	-12	undetermined	H1_chr5	128121553	H2_chr5	126671688	PEES
SRR6485325.24295	0	0	undetermined	H1_chr5	128214457	H2_chr5	126764811	PEES
SRR6485325.38794	-5	-5	undetermined	H1_chr5	128254545	H2_chr5	126804766	PEES
SRR6485325.216208	0	0	undetermined	H1_chr5	128319812	H2_chr5	126870033	PEES
SRR6485325.233616	0	0	undetermined	H1_chr5	128401857	H2_chr5	126952203	PEES
SRR6485325.166995	0	0	undetermined	H1_chr5	128429013	H2_chr5	126979359	PEES
SRR6485325.44648	0	0	undetermined	H1_chr5	128493329	H2_chr5	127043021	PEES
SRR6485325.191382	0	0	undetermined	H1_chr5	128534162	H2_chr5	127083515	PEES
SRR6485325.110351	0	0	undetermined	H1_chr5	128557251	H2_chr5	127106436	PEES
SRR6485325.126415	0	0	undetermined	H1_chr5	128597874	H2_chr5	127145206	PEES
SRR6485325.63477	-5	none	H1_	H1_chr5	128614817	none	0	UGM
SRR6485325.176337	-8	none	H1_	H1_chr5	128622933	none	0	UGM
SRR6485325.137416	0	0	undetermined	H1_chr5	128629015	H2_chr5	127176768	PEES
SRR6485325.105502	none	-1	H2_	none	0	H2_chr5	569899	UGM
SRR6485325.81073	none	-8	H2_	none	0	H2_chr5	613631	UGM
SRR6485325.26284	none	0	H2_	none	0	H2_chr5	857506	UGM
SRR6485325.161610	none	-5	H2_	none	0	H2_chr5	1064154	UGM
SRR6485325.92860	none	-5	H2_	none	0	H2_chr5	1424932	UGM
SRR6485325.134940	none	-30	H2_	none	0	H2_chr5	1609176	UGM
SRR6485325.45814	none	-25	H2_	none	0	H2_chr5	1752335	UGM
SRR6485325.130221	none	-17	H2_	none	0	H2_chr5	1839594	UGM
SRR6485325.170118	none	-5	H2_	none	0	H2_chr5	2019006	UGM
SRR6485325.245885	none	-5	H2_	none	0	H2_chr5	2019978	UGM
SRR6485325.153451	none	0	H2_	none	0	H2_chr5	2343800	UGM
SRR6485325.169233	none	-5	H2_	none	0	H2_chr5	2349682	UGM
SRR6485325.231669	none	-8	H2_	none	0	H2_chr5	3273654	UGM
SRR6485325.193292	none	-20	H2_	none	0	H2_chr5	3286409	UGM
SRR6485325.13358	none	0	H2_	none	0	H2_chr5	3329560	UGM
SRR6485325.98443	none	0	H2_	none	0	H2_chr5	3352803	UGM
SRR6485325.83634	none	0	H2_	none	0	H2_chr5	3390496	UGM
SRR6485325.78201	none	0	H2_	none	0	H2_chr5	3469886	UGM
SRR6485325.172739	none	0	H2_	none	0	H2_chr5	3531300	UGM
SRR6485325.158928	none	-12	H2_	none	0	H2_chr5	3638361	UGM
SRR6485325.242520	none	0	H2_	none	0	H2_chr5	3678210	UGM
SRR6485325.51656	none	-5	H2_	none	0	H2_chr5	3696380	UGM
SRR6485325.207868	none	-15	H2_	none	0	H2_chr5	3737611	UGM
SRR6485325.188781	none	0	H2_	none	0	H2_chr5	3738900	UGM
SRR6485325.228224	none	-3	H2_	none	0	H2_chr5	3740441	UGM
SRR6485325.198513	none	0	H2_	none	0	H2_chr5	3740624	UGM
SRR6485325.22697	none	0	H2_	none	0	H2_chr5	3740973	UGM
SRR6485325.86745	none	0	H2_	none	0	H2_chr5	3741565	UGM
SRR6485325.98516	none	0	H2_	none	0	H2_chr5	3741761	UGM
SRR6485325.49785	none	-1	H2_	none	0	H2_chr5	3741915	UGM
SRR6485325.84255	none	0	H2_	none	0	H2_chr5	3744907	UGM
SRR6485325.168828	none	-5	H2_	none	0	H2_chr5	3810631	UGM
SRR6485325.1649	none	0	H2_	none	0	H2_chr5	3860942	UGM
SRR6485325.201783	none	0	H2_	none	0	H2_chr5	3880031	UGM
SRR6485325.129615	none	0	H2_	none	0	H2_chr5	3891979	UGM
SRR6485325.75380	none	0	H2_	none	0	H2_chr5	3893106	UGM
SRR6485325.180621	none	0	H2_	none	0	H2_chr5	3960239	UGM
SRR6485325.82927	none	-20	H2_	none	0	H2_chr5	4005047	UGM
SRR6485325.132162	none	-17	H2_	none	0	H2_chr5	4066480	UGM
SRR6485325.92966	none	-10	H2_	none	0	H2_chr5	4369396	UGM
SRR6485325.121374	none	-18	H2_	none	0	H2_chr5	4483864	UGM
SRR6485325.244340	none	0	H2_	none	0	H2_chr5	4719309	UGM
SRR6485325.210273	none	-3	H2_	none	0	H2_chr5	4921036	UGM
SRR6485325.31736	none	0	H2_	none	0	H2_chr5	5092953	UGM
SRR6485325.211058	none	-5	H2_	none	0	H2_chr5	5150299	UGM
SRR6485325.8400	none	-10	H2_	none	0	H2_chr5	5248586	UGM
SRR6485325.65577	none	-22	H2_	none	0	H2_chr5	5258672	UGM
SRR6485325.61290	none	0	H2_	none	0	H2_chr5	5418643	UGM
SRR6485325.219968	none	0	H2_	none	0	H2_chr5	5546725	UGM
SRR6485325.34092	none	-20	H2_	none	0	H2_chr5	5597164	UGM
SRR6485325.52243	none	-5	H2_	none	0	H2_chr5	5700254	UGM
SRR6485325.248485	none	-25	H2_	none	0	H2_chr5	5720744	UGM
SRR6485325.32644	none	-8	H2_	none	0	H2_chr5	5769336	UGM
SRR6485325.178012	none	0	H2_	none	0	H2_chr5	5780244	UGM
SRR6485325.216569	none	0	H2_	none	0	H2_chr5	5878357	UGM
SRR6485325.104134	none	0	H2_	none	0	H2_chr5	5917223	UGM
SRR6485325.243377	none	-9	H2_	none	0	H2_chr5	6135503	UGM
SRR6485325.55901	none	0	H2_	none	0	H2_chr5	6227001	UGM
SRR6485325.2083	none	-5	H2_	none	0	H2_chr5	6248047	UGM
SRR6485325.244912	none	0	H2_	none	0	H2_chr5	6314201	UGM
SRR6485325.67540	none	0	H2_	none	0	H2_chr5	6339692	UGM
SRR6485325.201545	none	-13	H2_	none	0	H2_chr5	6435252	UGM
SRR6485325.151557	none	0	H2_	none	0	H2_chr5	6440283	UGM
SRR6485325.191006	none	-5	H2_	none	0	H2_chr5	6478699	UGM
SRR6485325.250147	none	0	H2_	none	0	H2_chr5	6529703	UGM
SRR6485325.244075	none	0	H2_	none	0	H2_chr5	6562736	UGM
SRR6485325.216521	none	0	H2_	none	0	H2_chr5	6570013	UGM
SRR6485325.46230	none	0	H2_	none	0	H2_chr5	6672572	UGM
SRR6485325.114865	none	-5	H2_	none	0	H2_chr5	6703483	UGM
SRR6485325.215067	none	-27	H2_	none	0	H2_chr5	6715953	UGM
SRR6485325.66512	none	-1	H2_	none	0	H2_chr5	6748153	UGM
SRR6485325.246688	none	-5	H2_	none	0	H2_chr5	7238106	UGM
SRR6485325.34447	none	0	H2_	none	0	H2_chr5	7240877	UGM
SRR6485325.232289	none	-6	H2_	none	0	H2_chr5	7581688	UGM
SRR6485325.145320	none	-5	H2_	none	0	H2_chr5	7692531	UGM
SRR6485325.8648	none	0	H2_	none	0	H2_chr5	7809193	UGM
SRR6485325.136101	none	0	H2_	none	0	H2_chr5	8010735	UGM
SRR6485325.118129	none	0	H2_	none	0	H2_chr5	8033195	UGM
SRR6485325.111956	none	-10	H2_	none	0	H2_chr5	8085089	UGM
SRR6485325.174700	none	0	H2_	none	0	H2_chr5	8112316	UGM
SRR6485325.19941	none	0	H2_	none	0	H2_chr5	8141114	UGM
SRR6485325.118225	none	-3	H2_	none	0	H2_chr5	8194682	UGM
SRR6485325.227128	none	-6	H2_	none	0	H2_chr5	8226988	UGM
SRR6485325.143552	none	-5	H2_	none	0	H2_chr5	8249661	UGM
SRR6485325.68767	none	0	H2_	none	0	H2_chr5	8263081	UGM
SRR6485325.93198	none	-14	H2_	none	0	H2_chr5	8297165	UGM
SRR6485325.132571	none	-11	H2_	none	0	H2_chr5	8311553	UGM
SRR6485325.155065	none	-5	H2_	none	0	H2_chr5	8313969	UGM
SRR6485325.78973	none	0	H2_	none	0	H2_chr5	8336871	UGM
SRR6485325.87865	none	0	H2_	none	0	H2_chr5	8353329	UGM
SRR6485325.40563	none	-6	H2_	none	0	H2_chr5	8353335	UGM
SRR6485325.120991	none	0	H2_	none	0	H2_chr5	8635850	UGM
SRR6485325.228610	none	-3	H2_	none	0	H2_chr5	8663300	UGM
SRR6485325.140954	none	0	H2_	none	0	H2_chr5	8704337	UGM
SRR6485325.102796	none	0	H2_	none	0	H2_chr5	8749869	UGM
SRR6485325.59821	none	0	H2_	none	0	H2_chr5	9001860	UGM
SRR6485325.96252	none	0	H2_	none	0	H2_chr5	9066265	UGM
SRR6485325.56893	none	-5	H2_	none	0	H2_chr5	9160665	UGM
